0.788238287	0	0
0.795951366	0	0
0.806832314	0	0
0.817349911	0	0
0.824906111	0	0
0.83287549	0	0
0.844780922	0	0
0.855372667	0	0
0.864464045	0	0
0.87412405	0	0
0.883577824	0	0
0.894575596	0	0
0.905022621	0	0
0.914856911	0	0
0.923884392	0	0
0.933021545	0	0
0.943444967	0	0
0.932325363	0	0
0.942187786	0	0
0.954370022	0	0
0.965829611	0	0
0.974930525	0	0
0.985802174	0	0
0.996589899	0	0
1.005410433	0	0
1.014146566	0	0
1.022238493	0	0
1.034688234	0	0
1.045855761	0	0
1.057733774	72.6523	0
1.069569588	72.6523	0
1.079709768	72.6523	0
1.08942318	72.6523	-34.653
1.886550665	72.6523	-34.653
1.900168657	72.6523	-34.653
1.915280104	72.6523	-34.653
1.928418159	72.6523	-34.653
1.940517902	72.6523	-34.653
1.9559443	72.6523	-34.653
1.970957994	72.6523	-34.653
1.983839989	72.6523	-34.653
2.003608227	72.6523	-34.653
2.016748905	72.6523	-34.653
2.032386303	72.6523	-34.653
2.045531273	72.6523	-34.653
2.061923027	72.6523	-34.653
2.074757576	72.6523	-34.653
2.0911901	72.6523	-34.653
2.104645252	72.6523	-34.653
2.899406433	72.6523	-34.653
2.911894798	72.6523	-34.653
2.924732447	72.6523	-34.653
2.936899185	72.6523	-34.653
2.949850082	72.6523	-34.653
2.963351727	72.6523	-34.653
2.980457067	72.6523	-34.653
2.993886471	72.6523	-34.653
3.010730505	72.6523	-34.653
3.022322893	72.6523	-34.653
3.039266586	72.6523	-34.653
3.058989286	72.6523	-34.653
3.074415207	72.6523	-34.653
3.086058617	72.6523	-34.653
3.104363918	72.6523	-34.653
3.122155905	72.6523	-34.653
3.914136648	72.6523	-34.653
3.924427748	72.6523	-34.653
3.936977863	72.6523	-34.653
3.95160532	72.6523	-34.653
3.964255095	72.6523	-34.653
3.976233482	72.6523	-34.653
3.989161015	72.6523	-34.653
4.001663208	72.6523	-34.653
4.01470542	72.6523	-34.653
4.02798605	72.6523	-34.653
4.042265177	72.6523	-34.653
4.058737755	72.6523	-34.653
4.070825815	72.6523	-34.653
4.087652683	72.6523	-34.653
4.100886345	72.6523	-34.653
4.114129543	72.6523	-34.653
4.926655293	72.6523	-34.653
4.942472458	72.6523	-34.653
4.958806515	72.6523	-34.653
4.971702099	72.6523	-34.653
4.98368454	72.6523	-34.653
4.998932838	72.6523	-34.653
5.0127666	72.6523	-34.653
5.025985956	72.6523	-34.653
5.041027069	72.6523	-34.653
5.053870916	72.6523	-34.653
5.068848372	72.6523	-34.653
5.080957413	72.6523	-34.653
5.096652508	72.6523	-34.653
5.108368874	72.6523	-34.653
5.125107527	72.6523	-34.653
5.137439013	72.6523	-34.653
5.94191432	72.6523	-34.653
5.956473589	72.6523	-34.653
5.969756603	72.6523	-34.653
5.984042645	72.6523	-34.653
5.99539423	72.6523	-34.653
6.008805752	72.6523	-34.653
6.02402997	72.6523	-34.653
6.037218094	72.6523	-34.653
6.052227736	72.6523	-34.653
6.065049648	72.6523	-34.653
6.081871033	72.6523	-34.653
6.094213486	72.6523	-34.653
6.110149622	72.6523	-34.653
6.12236166	72.6523	-34.653
6.137649536	72.6523	-34.653
6.150586605	72.6523	-34.653
6.954766989	72.6523	-34.653
6.968916655	72.6523	-34.653
6.983411074	72.6523	-34.653
6.99802351	72.6523	-34.653
7.009252548	72.6523	-34.653
7.025820255	72.6523	-34.653
7.040670395	72.6523	-34.653
7.053597212	72.6523	-34.653
7.06658864	72.6523	-34.653
7.081383228	72.6523	-34.653
7.095967293	72.6523	-34.653
7.109024048	72.6523	-34.653
7.124243736	72.6523	-34.653
7.14164567	72.6523	-34.653
7.155647993	72.6523	-34.653
7.170543909	72.6523	-34.653
7.967981577	72.6523	-34.653
7.980953932	72.6523	-34.653
7.996670246	72.6523	-34.653
8.01021719	72.6523	-34.653
8.020725012	72.6523	-34.653
8.035892248	72.6523	-34.653
8.055631876	72.6523	-34.653
8.06994772	72.6523	-34.653
8.08367753	72.6523	-34.653
8.096836805	72.6523	-34.653
8.111943722	72.6523	-34.653
8.1241467	72.6523	-34.653
8.138623953	72.6523	-34.653
8.152343512	72.6523	-34.653
8.169246912	72.6523	-34.653
